sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_averaged_cosine_similarity,metric_averaged_distinct_ngrams,metric_bert_score,metric_s_d,metric_s_d_norm,metric_s_s_d,metric_s_s_d_norm,metric_sent_bert,metric_t_s_d,metric_t_s_d_norm
test.enc.prompt.txt::01715,Did you bite,1.0,content_diversity,all your nails?,my kid,the paper,my desk,yourself,-0.010,0.580,-0.151,1.509,0.302,4.954,0.991,-0.305,4.772,0.954
test.enc.prompt.txt::01698,But you looked,1.0,content_diversity,in the wrong place.,like you were freezing to death.,so very sad.,both ways I saw you.,good to me.,-0.008,0.981,-0.284,2.759,0.552,4.998,1.000,-0.189,9.238,0.660
test.enc.prompt.txt::01698,But you looked,0.0,content_diversity,like you lost your best friend.,as pitiful as lost little puppy.,as if they took away your birthday.,utterly forlorn.,like your true love left you.,-0.024,0.948,-0.278,2.829,0.566,4.785,0.957,-0.434,11.608,0.553
test.enc.prompt.txt::01738,Banks need to,1.0,content_diversity,stop robbing people,think about their actions,revise their business models,employ educated people,be regulated,-0.012,0.775,-0.332,1.602,0.320,4.996,0.999,-0.224,8.960,0.747
test.enc.prompt.txt::01738,Banks need to,0.0,content_diversity,have educated employees,employ highly educated workers,have skillful workforce,be a workplace for educated people,employ skilled workers,-0.033,0.947,-0.531,2.321,0.464,4.922,0.984,-0.649,9.282,0.663
test.enc.prompt.txt::01764,He was looking,1.0,content_diversity,at me in the strangest way.,out the window.,for trouble and found it.,into a new job,under the bed.,-0.016,0.981,-0.225,2.161,0.432,4.986,0.997,-0.188,8.034,0.669
test.enc.prompt.txt::01764,He was looking,0.0,content_diversity,at me with the oddest leer.,like he was too high on pills.,a little peculiar when I saw him.,queerly in my direction.,at me as though I were a ghost.,-0.014,0.968,-0.136,2.492,0.498,4.943,0.989,-0.368,11.893,0.700
test.enc.prompt.txt::01705,Stop it! Just,0.0,content_diversity,you see what happens when mom finds out.,wait until mother gets home.,be ready for the wrath of our mom.,remember what mother did last time.,keep it up and mom will make sure you are sorry.,-0.015,0.974,-0.280,1.992,0.398,4.991,0.998,-0.494,14.980,0.599
test.enc.prompt.txt::01714,Don't get too,0.0,content_diversity,narcissistic when you’re talking to a potential employer.,used to having good jobs without having to put in an effort.,hopeful that you’ll land your dream job because not everyone does.,caught up in trying to say the perfect thing to an interviewer.,arrogant when you’re talking to the head of a job you want.,-0.050,0.923,-0.313,1.867,0.373,4.658,0.932,-0.384,15.164,0.446
test.enc.prompt.txt::01760,We're going to,0.0,content_diversity,discover the truth.,get to the bottom of this.,keep going until we find what really happened.,know as soon as the call.,keep asking until someone tells us.,-0.017,0.966,-0.222,2.109,0.422,4.643,0.929,-0.352,11.547,0.525
test.enc.prompt.txt::01683,It seemed like,1.0,content_diversity,you weren't ready to forgive me,you knew what you were doing,something was bothering you,you were looking for your friend,you were crying,-0.082,0.924,-0.136,2.305,0.461,4.986,0.997,-0.176,6.154,0.684
test.enc.prompt.txt::01683,It seemed like,0.0,content_diversity,you weren't willing to forgive,you weren't ready to accept my apology,you didn't want to forgive,you weren't ready to put things behind,you didn't want to smooth things out,-0.158,0.779,-0.587,1.346,0.269,4.877,0.975,-0.675,8.297,0.437
test.enc.prompt.txt::01686,Talk is cheap.,0.0,content_diversity,you can stop talking,please stop talking,don't talk,please don't speak,avoid saying too much,-0.035,0.732,-0.406,2.173,0.435,4.564,0.913,-0.661,8.794,0.676
test.enc.prompt.txt::01701,Aren't you worried,1.0,content_diversity,about dying on a job,that you're gonna break up,about passing that exam,about your health,your dog is gonna bite that kid,-0.035,0.950,-0.149,2.078,0.416,4.996,0.999,-0.156,10.030,0.836
test.enc.prompt.txt::00680,Patrick? Is that,0.0,content_diversity,actually what you're going out in?,really the pants you want to wear? Really?,your idea of getting dressed up? Honestly.,your nicest shirt? I said wear your nicest shirt.,warm enough for this weather? I don't think so.,-0.006,0.974,-0.086,2.347,0.261,4.873,0.975,-0.278,17.655,0.552
test.enc.prompt.txt::00681,A model? An,1.0,content_diversity,exquisite creature.,exciting life.,woman who makes money.,short-lived career.,worldwide traveler.,0.000,0.800,-0.415,2.265,0.453,4.656,0.931,-0.337,8.872,0.493
test.enc.prompt.txt::00681,A model? An,0.0,content_diversity,life of excitement.,new destination every day.,daily dose of excitement.,day of where nothing is the same.,exciting job.,-0.032,0.947,-0.297,1.843,0.369,4.927,0.985,-0.513,9.022,0.501
test.enc.prompt.txt::00682,Oh really? DAISY,1.0,content_diversity,STOP IT.,COME HERE.,LET GO.,STOP LYING,QUIT RUNNING AWAY.,-0.010,0.582,-0.301,1.796,0.359,4.457,0.891,-0.444,8.743,0.673
test.enc.prompt.txt::00683,You think I'm,0.0,content_diversity,a truly dumb individual.,not very bright.,completely lacking intelligence.,someone who is not smart.,an extreme idiot.,-0.005,0.989,-0.442,2.637,0.527,4.983,0.997,-0.577,8.503,0.531
test.enc.prompt.txt::00684,Did you know,0.0,content_diversity,"he killed his brother? Yes, he got away with it as well.",he murdered his aunt? Managed to get away it in fact.,he stabbed his mother to death? Found not guilty though.,"he killed his sister? Yes, he got away with it as well.","he shot his twin sister to death and still got away with it,",-0.143,0.795,-0.528,2.152,0.239,4.594,0.919,-0.602,23.071,0.549
test.enc.prompt.txt::00686,"Ah, I see...Yes.",0.0,content_diversity,I'm sorry for all the missteps. We were ignorant.,My apologies for everything that's happened. We just weren't aware.,We had no idea. I hope you'll accept our apology for what's occurred.,I deeply regret what took place. No one had informed us.,"I'm so sincerely sorry for all of it. If we'd known, it would never have happened.",-0.031,0.948,-0.446,2.575,0.257,4.563,0.913,-0.591,26.448,0.615
test.enc.prompt.txt::00687,"Oh no, I'm",1.0,content_diversity,"so sorry, it shouldn't have gone off so soon.","just joking, your nose is the perfect shape.","just off to the town, I shan't be long.",afraid it isn't good and it is going to cost you a lot of money.,"really no good at this at all, I feel such a fool.",-0.017,0.955,-0.132,2.796,0.559,4.867,0.973,-0.222,16.557,0.534
test.enc.prompt.txt::00688,Where did you,0.0,content_diversity,go on vacation last summer?,did you vacationing for that great tan during the summer?,disappear to over the summer?,travel to on your summer break?,enjoy vacationing during this past summer?,-0.038,0.943,-0.425,1.820,0.364,4.366,0.873,-0.685,11.362,0.516
test.enc.prompt.txt::00689,"Pardon me, but",1.0,content_diversity,I saw you seem lost.,I need to get through here.,I couldn't help overhearing what you were saying.,I dropped something over here.,can you grab something for me?,-0.038,0.953,-0.185,2.090,0.418,4.941,0.988,-0.246,8.807,0.518
test.enc.prompt.txt::00689,"Pardon me, but",0.0,content_diversity,can you get that for me?,can you go get me that thing on the shelf?,are you able to hand that to me?,can you get the thing on the counter for me?,can you reach over and get that for me?,-0.148,0.809,-0.559,1.938,0.388,4.479,0.896,-0.562,8.455,0.497
test.enc.prompt.txt::00690,Would you rather,1.0,content_diversity,eat in and go out somewhere?,visit a museum or go to a movie?,marry a nice guy or a bad boy?,not know that something bad was going to happen?,see me in this pink chiffon number or something tweed?,-0.025,0.951,-0.096,2.278,0.456,4.666,0.933,-0.154,15.741,0.562
test.enc.prompt.txt::00691,So...there's nothing you,1.0,content_diversity,can do about it so there.,need to know that you aren't already aware of.,"can see from up here, just hills and trees.",can say to make this better. You should have stayed quiet.,"have I really need, thanks for offering though.",-0.011,0.981,-0.029,2.422,0.404,4.989,0.998,-0.248,10.361,0.399
test.enc.prompt.txt::00692,What kind of,1.0,content_diversity,place is this?,tattoo is that?,job is this?,food do you like?,art is that supposed to be?,-0.051,0.944,-0.513,1.478,0.296,4.935,0.987,-0.318,7.286,0.607
test.enc.prompt.txt::00693,Do you feel,1.0,content_diversity,up to going to the museum today?,like pulling your hair out when you watch politics?,like screaming at the TV when your football team is losing?,going to the grocery store for me today?,helping me move a few pieces of furniture?,-0.034,0.937,-0.236,1.780,0.356,4.925,0.985,-0.143,11.161,0.413
test.enc.prompt.txt::00694,Where did Paul,0.0,content_diversity,pick up that unbelievable shirt he's got on?,manage to find that one-of-a-kind shirt?,stumble across such a unique article of clothing?,buy that colorful shirt he wears all the time?,happen upon that crazy shirt with the zigzag pattern?,-0.024,0.970,-0.302,1.961,0.392,4.934,0.987,-0.587,14.619,0.430
test.enc.prompt.txt::00695,He had a,1.0,content_diversity,suit on that you wouldn't believe!,major heart attack and he's been in the ICU since.,younger brother who was a comedian or actor or something.,job in San Francisco at some tech start-up.,"very troubling lack of respect for himself, and it showed.",-0.004,0.986,-0.031,2.523,0.505,4.996,0.999,-0.117,20.983,0.699
test.enc.prompt.txt::00695,He had a,0.0,content_diversity,"disturbing lack of self-esteem, which was obvious.","very low opinion of himself, and it was clear to see.",disdain for himself that he never even cared to hide.,horrible self-image and absolutely everyone knew it.,"serious case of self-hatred going on, which was palpable.",-0.025,0.959,-0.323,2.336,0.467,4.980,0.996,-0.551,22.911,0.619
test.enc.prompt.txt::00696,Don't you know,0.0,content_diversity,you can't leave kids alone,you can't leave babies alone,you shouldn't leave babies without adults,you can't leave babies without someone supervising them,you mustn't leave toddlers alone,-0.177,0.782,-0.676,1.610,0.322,4.203,0.841,-0.708,10.395,0.433
test.enc.prompt.txt::00698,The earth just,1.0,content_diversity,keeps getting more and more populated,can't be defined as flat,is a part of a solar system,keeps getting more and more polluted,is our only planet,-0.075,0.819,-0.099,2.331,0.466,4.992,0.998,-0.151,9.241,0.711
test.enc.prompt.txt::00700,"Listen, I'm a",1.0,content_diversity,bit impatient with you.,tired guy today.,passionate artist.,very mean jackass.,animal lover.,0.000,0.800,-0.373,1.593,0.319,4.301,0.860,-0.241,9.587,0.599
test.enc.prompt.txt::00700,"Listen, I'm a",0.0,content_diversity,exhausted guy with work and everything.,very tired and cranky man because of lack of sleep.,person who needs a nap.,kid who is tired from school. I'm going to bed early.,guy who's got jet lag. I'm exhausted.,-0.015,0.964,-0.308,2.858,0.408,4.963,0.993,-0.505,19.879,0.602
test.enc.prompt.txt::00701,"No, I like",0.0,content_diversity,the tropical climate a lot more.,when the sun is shining and it's hot out.,"when it really heats up outside, for sure!","a nice, hot day, right up into the nineties.",spending time in the sun working up a sweat!,-0.039,0.946,-0.139,2.559,0.512,4.809,0.962,-0.460,20.096,0.694
test.enc.prompt.txt::00704,"Listen, what's your",0.0,content_diversity,"damage, man? You're bugging me.","issue with me, dude? Why don't you back off?","complaint, sir? I don't understand the reason for your dissatisfaction.","malfunction, moron? You got something to say to me?","concern about this, huh? Why are you even involved?",-0.007,0.981,-0.243,2.032,0.203,4.472,0.894,-0.514,21.843,0.575
test.enc.prompt.txt::00705,And how's Cecilia?,1.0,content_diversity,Is she still a total pain?,Did she recover from the virus?,"What did she have, a boy or a girl?",It must be hard for her having no legs now.,Is she still dating Cecil?,-0.045,0.941,-0.287,2.229,0.446,4.968,0.994,-0.238,11.994,0.631
test.enc.prompt.txt::00705,And how's Cecilia?,0.0,content_diversity,is she still with that John chap?,is she still seeing Mickey?,is her romantic status the same as in dating Nathan?,Is she still dating Phil?,Is she still being given the runaround by that rake Neil?,-0.094,0.892,-0.477,2.251,0.450,4.990,0.998,-0.390,10.529,0.458
test.enc.prompt.txt::00706,I just don't,0.0,content_diversity,understand what makes Trump hate.,comprehend the reason Trump shows such loathing.,cognize the meaning behind the hate Trump has.,see why Trump expresses such abhorrence.,really know what it is that causes Trump to show the opposite of love.,-0.045,0.950,-0.443,2.210,0.442,4.845,0.969,-0.728,15.080,0.503
test.enc.prompt.txt::00707,You are a,0.0,content_diversity,"fortunate young man, that just missed you.","very lucky boy, that missed you by centimetres.","blessed boy, that nearly got you.","person with an angel, that nearly took your head off.","very lucky boy, that missed you by a hairs breadth.",-0.136,0.785,-0.373,1.783,0.357,4.514,0.903,-0.514,15.565,0.486
test.enc.prompt.txt::00708,Alice? You gotta,0.0,content_diversity,stop calling me by the wrong name.,stop calling me Alice when my name is June.,"stop saying Alice, you know my name is Sarah.","stop using the wrong name, my name is Susan.","stop calling me Alice, my name is Becky.",-0.177,0.809,-0.479,1.787,0.357,4.522,0.904,-0.443,14.883,0.438
test.enc.prompt.txt::00709,When I was,0.0,content_diversity,"a child, it was a very different story in this place.","not as old as I am now, everything wasn't like it is now here.","a few years younger, this place was unrecognizable compared to now.","enjoying my younger days, all these things were so far off from what they are now.","young and innocent, these kinds of affairs were not the same, to say the least.",-0.021,0.955,-0.236,2.149,0.430,4.981,0.996,-0.561,21.336,0.610
test.enc.prompt.txt::00710,If my dad'd,1.0,content_diversity,been still alive he would have had something to say about this.,seen my sister he would have been so proud.,just been a little more careful he would still be here today.,walk in the room right now I would punch hum on the nose.,stuck around when I was young maybe I'd turned out better.,-0.037,0.946,-0.123,2.524,0.505,4.826,0.965,-0.298,18.745,0.568
test.enc.prompt.txt::00711,"C'mon, I wouldn't",0.0,content_diversity,"purchase a dog from any other shop,","buy my fish from any other shop,",get my hamsters from any other place.,buy my guinea pigs anywhere else.,"purchase a mouse from any other shop,",-0.186,0.774,-0.509,1.205,0.241,4.989,0.998,-0.503,11.547,0.525
test.enc.prompt.txt::00712,I can't see,0.0,content_diversity,what's up ahead.,in the dark.,what's going on in front of me.,what's going on ahead.,the way forward.,-0.054,0.883,-0.292,2.398,0.480,4.916,0.983,-0.481,9.559,0.597
test.enc.prompt.txt::00713,Go where? You,1.0,content_diversity,"are so mysterious, I swear!",are just going to have to wait and find out.,are going to have to tell me a little more if you want to join you.,are trying to involve me in one of your little adventures again?,are not getting it out of me that easily. It's a surprise!,-0.055,0.909,-0.118,2.806,0.468,4.996,0.999,-0.326,10.500,0.404
