sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_AveragedCosineSimilarity,metric_AveragedDistinctNgrams,metric_BertScore,metric_SD,metric_SD_norm,metric_SSD,metric_SSD_norm,metric_SentBert,metric_TSD,metric_TSD_norm
test.enc.prompt.txt::01436,He's gone. He,0.0,content_diversity,left in a rush,left quick,left so quickly,had to hurry up,had no time to stay,-0.030,0.956,-0.150,2.075,0.415,4.560,0.912,-0.651,13.373,0.743
test.enc.prompt.txt::01437,That coward. Son,1.0,content_diversity,don't ever be like him,be careful but not a coward,you are better than this,he has just betrayed everyone,he steals from homeless,-0.008,0.984,-0.025,3.082,0.616,4.995,0.999,-0.191,15.963,0.591
test.enc.prompt.txt::01437,That coward. Son,0.0,content_diversity,he's just let everyone down,he lost everyone's trust,no one can believe what he has done,he has just stuck a knife in everyone's back,he has just behaved so selfish,-0.056,0.919,-0.211,2.054,0.411,4.973,0.995,-0.400,24.233,0.638
test.enc.prompt.txt::01438,He went back,1.0,content_diversity,to the hospital.,home yesterday. You just missed him.,to work already. Try calling him there.,to his wife.,to his girlfriend's house.,-0.048,0.945,-0.349,2.798,0.400,4.937,0.987,-0.205,19.232,0.601
test.enc.prompt.txt::01438,He went back,0.0,content_diversity,to his living quarters yesterday. You just missed him.,to his house yesterday. You just missed him.,to his place of residence. He left a few minutes ago.,to home already. You have just missed him.,already to his home. You have just missed him.,-0.213,0.750,-0.493,2.757,0.276,3.859,0.772,-0.699,31.660,0.576
test.enc.prompt.txt::01439,So when you,1.0,content_diversity,open the lid does it try to get out?,kissed him did you like it?,cough does it hurt?,leave is he going with you?,get paid will you pay me back.,-0.016,0.968,-0.219,2.504,0.501,4.977,0.995,-0.194,21.866,0.591
test.enc.prompt.txt::01439,So when you,0.0,content_diversity,go are you taking him along?,move will he follow you?,depart will he also?,go does he go?,are gone is he with you?,-0.047,0.934,-0.499,2.265,0.453,4.980,0.996,-0.627,18.168,0.606
test.enc.prompt.txt::01440,Man. I'm sorry.,1.0,content_diversity,I feel so bad and promise I won't do it again.,I know you're mad and i would be too.,please don't be mad and try to see things from my point of view,I didn't mean to hurt you,I hope we can still be friends,-0.038,0.953,-0.139,2.270,0.454,4.982,0.996,-0.239,36.173,0.635
test.enc.prompt.txt::01440,Man. I'm sorry.,0.0,content_diversity,I still want you to be in my life,I don't want to lose you,I wish we could remain pals,All I want is for us to be buddies forever,My dream is for us to hang out again,-0.067,0.891,-0.335,2.879,0.576,4.839,0.968,-0.456,31.108,0.741
test.enc.prompt.txt::01441,I have an,1.0,content_diversity,apple the size of a watermelon here!,idea that might help us.,opinion of him that he doesn't want to hear.,original way of looking at the problem,ear infection that is getting pretty bad.,-0.020,0.971,-0.069,2.440,0.488,4.998,1.000,-0.159,25.687,0.627
test.enc.prompt.txt::01441,I have an,0.0,content_diversity,infection in my ear that's getting worse.,issue with pains in my ear from an infection.,ear problem that I need to get checked out.,appointment to see about my ear infection.,"anxiety about the pains in my ear, i think its infected..",-0.076,0.901,-0.334,2.438,0.488,4.235,0.847,-0.755,34.878,0.671
test.enc.prompt.txt::01442,Inez has a,1.0,content_diversity,difficult job ahead of her.,house upon the hill at the end of town.,new baby on the way.,job where she gets paid to do basically nothing!,dog that barks all of the night.,-0.025,0.966,-0.159,2.879,0.576,5.000,1.000,-0.103,27.516,0.688
test.enc.prompt.txt::01442,Inez has a,0.0,content_diversity,"really cool job, where she gets money for nothing!",whole day to do things as she does nothing at work.,job that requires no effort at all!,paycheck that she gets by doing very little.,a lot of time to think as she doesn't do anything at work.,-0.036,0.940,-0.229,2.851,0.570,4.991,0.998,-0.496,35.257,0.630
test.enc.prompt.txt::01443,She doesn't need,1.0,content_diversity,a man. She is a lesbian.,this person in her life right now.,a car. She walks everywhere.,to go to college. She is going to focus on being a mother.,a vacation. She just needs a day off.,-0.047,0.938,-0.349,2.260,0.251,4.990,0.998,-0.140,31.047,0.647
test.enc.prompt.txt::01443,She doesn't need,0.0,content_diversity,a college education. She is going to be a good mother.,a college degree. Her children are her priority.,to go to college. Being a good mother is more important.,a college education to define her. She's going to be a good mom.,to go to college. Motherhood is more important to her.,-0.149,0.773,-0.569,3.034,0.303,4.413,0.883,-0.703,35.309,0.543
test.enc.prompt.txt::01444,Our money situation,1.0,content_diversity,is dire since you lost your job.,is much better since we won the lottery.,will not allow us to buy a house right now.,is challenging since we retired.,should get better after we move th a cheaper apartment.,-0.035,0.954,-0.349,2.360,0.472,4.974,0.995,-0.183,27.877,0.619
test.enc.prompt.txt::01444,Our money situation,0.0,content_diversity,will not allow us to qualify for a mortgage now.,will not allow us to buy a house.,will not allow us to move to a new house.,means we do not have the money for down payment.,means we have to rent for now.,-0.162,0.780,-0.439,2.272,0.454,4.543,0.909,-0.560,30.177,0.604
test.enc.prompt.txt::01445,He doesn't want,1.0,content_diversity,any romantic relationships at this time.,any side dishes with his order.,to take a break off work.,to have children.,live anywhere that doesn't have a Starbucks.,-0.015,0.971,-0.225,2.423,0.485,4.985,0.997,-0.148,18.195,0.520
test.enc.prompt.txt::01445,He doesn't want,0.0,content_diversity,any romantic relationships right now.,any romantic entanglements at this stage in his life.,any romantic relationship at this point in his life.,any romantic relationship at this particular stage in his life.,any romantic entanglements at this particular point in life.,-0.247,0.656,-0.654,1.591,0.318,4.103,0.821,-0.927,18.966,0.404
test.enc.prompt.txt::01446,No fighting. It,1.0,content_diversity,is forbidden here,can be solved with words,doesn't have to get ugly,should think about his behaviour,doesn't have to be said,-0.033,0.928,-0.109,2.145,0.429,4.869,0.974,-0.237,12.495,0.463
test.enc.prompt.txt::01446,No fighting. It,0.0,content_diversity,is banned here,isn't allowed,is not allowed here,can't happen here,shouldn't be allowed,-0.045,0.733,-0.347,1.638,0.328,4.955,0.991,-0.709,9.702,0.462
test.enc.prompt.txt::01447,I don't want,1.0,content_diversity,to be alone right now. My cat just died.,to go on vacation for another month or so.,to get married anytime soon.,to go to college.,to go to the hospital.,-0.091,0.919,-0.317,1.900,0.317,4.332,0.866,-0.188,19.885,0.523
test.enc.prompt.txt::01447,I don't want,0.0,content_diversity,to get a college degree.,to get a college education.,to ever go to college.,set foot on a college campus.,to enroll in college.,-0.135,0.825,-0.535,1.945,0.389,4.517,0.903,-0.583,15.521,0.517
test.enc.prompt.txt::01448,He was a,1.0,content_diversity,man who didn't take no for an anwer.,little afraid of the choices he had made.,"office worker by day, but computer hacker by night.",whole hour late for the meeting.,"small time bank robber, who was trying to make it big.",-0.008,0.981,-0.119,2.654,0.531,4.940,0.988,-0.170,29.322,0.575
test.enc.prompt.txt::01448,He was a,0.0,content_diversity,"man who had two lives, office worker and hacker.","skilled computer hacker, who disguised himself by  worked in an office","man with secrets, office worker to the public, hacker in private.",guy in the office who you'd never suspect hacked computers in his spare time.,"superhero of sorts, hacker and office worker.",-0.060,0.930,-0.209,2.497,0.499,4.964,0.993,-0.605,42.203,0.670
test.enc.prompt.txt::01449,I've got a,1.0,content_diversity,problem,leach,scratch,a concept,a rough draft,-0.008,0.575,-0.264,1.935,0.387,4.993,0.999,-0.277,7.320,0.915
test.enc.prompt.txt::01449,I've got a,0.0,content_diversity,blueprint,sketch,concept,thought,drawing,0.000,0.200,-0.992,1.649,0.330,4.815,0.963,-0.372,4.858,0.972
test.enc.prompt.txt::01708,I've got some,1.0,content_diversity,weed to sell,book I could borrow to you,food left,things I have to tell you,time left,-0.029,0.947,-0.235,1.951,0.390,5.000,1.000,-0.175,13.461,0.709
test.enc.prompt.txt::01708,I've got some,0.0,content_diversity,leftovers,food from lunch,uneaten food,food that no one ate,food that wasn't eaten,-0.047,0.927,-0.079,2.287,0.457,4.536,0.907,-0.458,10.697,0.629
test.enc.prompt.txt::01753,I don't know,1.0,content_diversity,how he can eat so much,why would he dump her,how can he study so hard,why would he cross him,how can he not like reading,-0.097,0.864,-0.429,1.652,0.330,4.978,0.996,-0.271,14.689,0.525
test.enc.prompt.txt::01753,I don't know,0.0,content_diversity,why would he break up with her,why would he leave her,how can he just leave her,why would he broke things up with her,why doesn't he want to be with her anymore,-0.154,0.826,-0.584,1.768,0.354,4.894,0.979,-0.702,19.442,0.525
test.enc.prompt.txt::01761,I don't trust,1.0,content_diversity,your people,you can do a good job,people who are right wing,politicians,my president,-0.006,0.988,-0.244,2.081,0.416,4.998,1.000,-0.228,12.395,0.775
test.enc.prompt.txt::01761,I don't trust,0.0,content_diversity,your employees,your workers,man you hired,your workforce,your manforce,-0.060,0.545,-0.433,1.649,0.330,4.690,0.938,-0.575,8.044,0.731
test.enc.prompt.txt::01680,When's the next,1.0,content_diversity,plane out of here?,exam we need to take?,sweepstakes?,vacation?,charity event?,0.000,1.000,-0.321,2.252,0.450,4.723,0.945,-0.152,9.696,0.539
test.enc.prompt.txt::01680,When's the next,0.0,content_diversity,contest? i want to win big.,lottery? I can see myself rich.,sweepstakes for that company? I want my house remodeled.,competition? I'm excited to win.,tournament? Let's win it!,-0.026,0.959,-0.388,3.167,0.317,4.120,0.824,-0.435,24.456,0.556
test.enc.prompt.txt::01752,That tip not,1.0,content_diversity,better be less than 10 percent,better be less than 15 percent,better be zero,taxed?,be fake,-0.097,0.772,-0.189,2.086,0.417,4.334,0.867,-0.320,10.875,0.572
test.enc.prompt.txt::01752,That tip not,0.0,content_diversity,be less than 15 percent,be less than 10 percent,be lower than a dollar,be lower than 5 dollars,not have a goose egg in the box.,-0.096,0.872,-0.291,1.550,0.310,4.624,0.925,-0.489,14.613,0.504
test.enc.prompt.txt::01743,What are you?,1.0,content_diversity,are you a human,you don't seem like a dog,are you doing something to me,you seem like an ugly bug,you look exhausted,-0.066,0.916,-0.155,2.717,0.543,4.931,0.986,-0.264,17.026,0.631
test.enc.prompt.txt::01743,What are you?,0.0,content_diversity,are you alien,are you martian,are you coming out of this planet,are you E.T,are you extraterrestrial,-0.198,0.859,-0.469,1.416,0.283,4.851,0.970,-0.489,13.253,0.631
test.enc.prompt.txt::01770,What do we,1.0,content_diversity,have to do to save enough money for Christmas this year?,have for snacks for the beach?,"say when someone gives you a gift, sweetie?",both want out of this relationship?,want Mom’s obituary to say?,-0.017,0.961,-0.144,2.415,0.483,4.635,0.927,-0.125,25.846,0.587
test.enc.prompt.txt::01770,What do we,0.0,content_diversity,have for money for Christmas gifts?,think we’ll be spending on holiday presents for the family?,want to buy for the Secret Santa exchange this year?,want to do for Christmas vacation?,know about the kids’ Christmas wish list?,-0.052,0.931,-0.314,2.242,0.448,4.901,0.980,-0.599,23.989,0.510
test.enc.prompt.txt::01763,I'm your basic,1.0,content_diversity,bitch,point of contact,white girl,boy you'd like to meet,helper,0.000,1.000,-0.121,1.964,0.393,4.997,0.999,-0.182,10.679,0.763
test.enc.prompt.txt::01763,I'm your basic,0.0,content_diversity,contact number,person you can contact,person you should make contact with,man you can contact,number of contact,-0.116,0.840,-0.214,1.611,0.322,4.337,0.867,-0.620,13.142,0.692
test.enc.prompt.txt::01772,King ain't gonna,1.0,content_diversity,sign this law,go out without a fight,gift us this year,do his chores,marry her,-0.006,0.988,-0.209,1.802,0.360,4.994,0.999,-0.151,11.821,0.695
test.enc.prompt.txt::01772,King ain't gonna,0.0,content_diversity,surrender,not fight,die without fighting,give up,die just watching,-0.007,0.582,-0.194,2.066,0.413,4.992,0.998,-0.529,9.436,0.858
test.enc.prompt.txt::01778,Coupla things. They,1.0,content_diversity,think they are always right,believe me,have my full support,are changing tires,are so amazing,-0.017,0.976,-0.085,2.143,0.429,4.383,0.877,-0.306,11.455,0.674
test.enc.prompt.txt::01778,Coupla things. They,0.0,content_diversity,trust me,have confidence in me,support me,trust my decisions,believe my judgment,-0.039,0.743,-0.398,1.512,0.302,4.994,0.999,-0.659,9.591,0.685
test.enc.prompt.txt::01766,Everyone's working an,1.0,content_diversity,overtime this month,really hard,in a huge warehouse,important task,incredible job,0.000,0.800,-0.281,2.362,0.472,4.529,0.906,-0.432,9.913,0.763
test.enc.prompt.txt::01766,Everyone's working an,0.0,content_diversity,important job,task of crucial importance,task that is important,crucial task,vital task,-0.057,0.729,-0.402,2.366,0.473,3.947,0.789,-0.896,10.165,0.726
test.enc.prompt.txt::01694,It's gettin' late.,1.0,content_diversity,Time to go home.,Last call for drinks!,I'm very tired.,"Go to bed, children.",I have the early shift tomorrow.,-0.005,0.990,-0.212,2.648,0.530,3.922,0.784,-0.243,14.096,0.486
test.enc.prompt.txt::01694,It's gettin' late.,0.0,content_diversity,I worked all day and I'm exhausted.,I am so very tired from all the work I finished today.,I worked a double and I am feeling it.,So sleepy. I didn't sleep good last night.,I'm spent after the busy day I had today.,-0.060,0.928,-0.445,2.712,0.452,4.957,0.991,-0.538,38.251,0.671
test.enc.prompt.txt::01682,Bless us O,1.0,content_diversity,father for we have sinned.,slot machine gods for this is our last quarter.,spirits of liquor as we have over imbibed.,saints for we fall short of your glory.,stork for we want a child.,-0.057,0.936,-0.113,2.131,0.426,4.977,0.995,-0.136,27.449,0.669
test.enc.prompt.txt::01682,Bless us O,0.0,content_diversity,lord because we have strayed from the path.,savior for we failed to keep your commandments.,god we are poor sinners.,jehovah for we have commited transgressions.,almighty for we have failed at perfection.,-0.075,0.911,-0.323,2.461,0.492,4.944,0.989,-0.463,22.616,0.580
